Fragment,Date.1,X.1,Rep.1,BW.1,AW_kelsey.1,Notes.1,Date.2,X.2,Rep.2,BW.2,AW_kelsey.2,Notes.2,Date.3,X.3,Rep.3,BW.3,AW_kelsey.3,Notes.3,Date.4,X.4,Rep.4,BW.4,AW_kelsey.4,Notes.4,Date.5,X.5,Rep.5,BW.5,AW_kelsey.5,Notes.5,Date.6,X.6,Rep.6,BW.6,AW_kelsey.6,Notes.6,Date.7,X.7,Rep.7,BW.7,AW_kelsey.7,Notes.7,Date.8,X.8,Rep.8,BW.8,AW_kelsey.8,Notes.8,Date.9,X.9,Rep.9,BW.9,AW_kelsey.9,Notes.9,Date.10,X.10,Rep.10,BW.10,AW_kelsey.10,Notes.10
377G,10/4/19,NA,NA,9.76,18.24454799,,10/10/19,NA,Bottom,10.135,18.93726698,,10/17/19,NA,Bottom,10.592,19.77545185,,10/24/19,NA,Bottom,10.919,20.39800107,,11/1/19,NA,Top,11.677,21.80062681,,11/17/19,NA,Bottom,12.784,23.90196918,,11/21/19,NA,Bottom,13.076,14.99455234,,12/6/19,NA,Bottom,14.521,27.1583197,,12/12/19,NA,Bottom,15.227,28.46786165,,12/19/19,NA,Bottom,16.073,30.04513023,
379B,10/4/19,NA,NA,5.065,9.470288523,,10/10/19,NA,Top,5.228,9.769035802,,10/17/19,NA,Top,5.394,10.07225099,,10/24/19,NA,Top,5.678,10.60552579,,11/4/19,NA,Top,6.232,11.6389795,,11/14/19,NA,Control,6.511,12.17394839,,11/25/19,NA,Control,6.904,7.91622996,,12/6/19,NA,Control,7.239,13.54070481,,12/13/19,NA,Control,7.502,14.02045983,,12/19/19,NA,Control,7.667,14.33446826,
37B,10/4/19,NA,NA,5.793,10.8303607,,10/10/19,NA,Bottom,5.955,11.12721849,,10/17/19,NA,Bottom,6.134,11.45228679,,10/24/19,NA,Bottom,6.262,11.69786371,,11/1/19,NA,Top,6.609,12.33689937,,11/17/19,NA,Bottom,7.111,13.29562913,,11/21/19,NA,Bottom,7.26,8.325138673,,12/6/19,NA,Bottom,7.978,14.91991231,,12/12/19,NA,Bottom,8.287,15.49391298,,12/19/19,NA,Bottom,8.609,16.09273478,
37W,10/4/19,NA,NA,3.028,5.661605853,,10/10/19,NA,Bottom,3.089,5.771802438,,10/17/19,NA,Bottom,3.148,5.877371831,,10/24/19,NA,Bottom,3.148,5.880536345,,11/1/19,NA,Top,3.364,6.279843892,,11/17/19,NA,Bottom,3.606,6.741177326,,11/21/19,NA,Bottom,3.676,4.215426396,,12/6/19,NA,Bottom,3.931,7.351294963,,12/12/19,NA,Bottom,4.075,7.618476143,,12/19/19,NA,Bottom,4.282,8.004726828,
380B,10/4/19,NA,NA,8.178,15.28965315,,10/10/19,NA,Top,8.622,16.11189417,,10/17/19,NA,Top,9.52,17.7767574,,10/24/19,NA,Top,9.718,18.150594,,11/4/19,NA,Top,10.684,19.95360349,,11/17/19,NA,Top,11.888,22.22441099,,11/21/19,NA,Top,12.314,14.12093034,,12/5/19,NA,Top,14.083,26.31951769,,12/12/19,NA,Top,15.107,28.25026898,,12/19/19,NA,Top,16.231,30.33161499,
381B,10/4/19,NA,NA,5.703,10.66044556,,10/10/19,NA,Top,5.813,10.862728,,10/17/19,NA,Top,6.028,11.25669753,,10/24/19,NA,Top,6.443,12.03504458,,11/4/19,NA,Top,7.066,13.19622684,,11/14/19,NA,Control,7.402,13.83989648,,11/25/19,NA,Control,7.885,9.04118087,,12/6/19,NA,Control,8.295,15.51597547,,12/13/19,NA,Control,8.61,16.09375844,,12/19/19,NA,Control,8.815,16.48038083,
382B,10/4/19,NA,NA,8.428,15.75665113,,10/10/19,NA,Top,8.791,16.42812692,,10/17/19,NA,Top,9.346,17.45184608,,10/24/19,NA,Top,9.946,18.57887285,,11/4/19,NA,Top,10.899,20.35461029,,11/17/19,NA,Top,12.039,22.50670289,,11/21/19,NA,Top,12.41,14.23107769,,12/5/19,NA,Top,14.066,26.28846986,,12/12/19,NA,Top,15.028,28.10105726,,12/19/19,NA,Top,16.144,30.17387153,
382G,10/4/19,NA,NA,9.435,17.63747747,,10/10/19,NA,Bottom,9.791,18.29497837,,10/17/19,NA,Bottom,10.209,19.05939168,,10/24/19,NA,Bottom,10.491,19.59895219,,11/1/19,NA,Top,11.129,20.77375833,,11/17/19,NA,Bottom,12.102,22.62684848,,11/21/19,NA,Bottom,12.339,14.14935656,,12/6/19,NA,Bottom,13.606,25.44701452,,12/12/19,NA,Bottom,14.223,26.59081869,,12/19/19,NA,Bottom,14.996,28.03627804,
383G,10/4/19,NA,NA,9.229,17.25372512,,NA,NA,NA,NA,NA,NA,10/17/19,NA,Bottom,9.846,18.38217867,,10/24/19,NA,Bottom,10.222,19.09493091,,11/1/19,NA,Top,10.811,20.17964091,,11/14/19,NA,Control,11.38,21.27722439,,11/22/19,NA,Control,11.715,13.43389146,,12/6/19,NA,Control,12.342,23.08657008,,12/13/19,NA,Control,12.632,23.61165582,,12/19/19,NA,Control,12.798,23.92754986,
386B,10/4/19,NA,NA,5.462,10.21048245,,10/10/19,NA,Bottom,5.757,10.75668496,,10/17/19,NA,Top,6.036,11.27019369,,10/24/19,NA,Top,6.387,11.93075215,,11/4/19,NA,Top,6.971,13.01948579,,11/17/19,NA,Top,7.701,14.3968867,,11/22/19,NA,Top,8.003,9.176880258,,12/5/19,NA,Top,8.834,16.51556095,,12/12/19,NA,Top,9.408,17.59121295,,12/19/19,NA,Top,10.114,18.89896482,
387G,10/4/19,NA,NA,5.752,10.75259888,,10/10/19,NA,Bottom,5.914,11.05032037,,10/17/19,NA,Bottom,6.308,11.77684167,,10/24/19,NA,Bottom,6.502,12.14620086,,11/1/19,NA,Top,6.978,13.0290589,,11/17/19,NA,Bottom,7.595,14.19909445,,11/21/19,NA,Bottom,7.777,8.918027875,,12/6/19,NA,Bottom,8.614,16.11183913,,12/12/19,NA,Bottom,9.018,16.86018676,,12/19/19,NA,Bottom,9.526,17.80965488,
388B,10/4/19,NA,NA,6.046,11.3018993,,10/10/19,NA,Top,6.363,11.89051063,,10/17/19,NA,Top,6.726,12.56014393,,10/24/19,NA,Top,7.212,13.47077351,,11/4/19,NA,Top,8.017,14.97306235,,11/17/19,NA,Top,8.937,16.70756738,,11/22/19,NA,Top,9.318,10.68476449,,12/5/19,NA,Top,10.583,19.78166407,,12/12/19,NA,Top,11.413,21.33962358,,12/19/19,NA,Top,12.383,23.14316021,
389B,10/4/19,NA,NA,5.861,10.95635988,,10/10/19,NA,Bottom,6.157,11.5046657,,10/17/19,NA,Bottom,6.505,12.1446346,,10/24/19,NA,Bottom,6.72,12.55409005,,11/1/19,NA,Top,7.326,13.67778438,,11/17/19,NA,Bottom,8.133,15.20450325,,11/21/19,NA,Bottom,8.398,9.630345722,,12/6/19,NA,Bottom,9.452,17.67602137,,12/12/19,NA,Bottom,10.019,18.73267273,,12/19/19,NA,Bottom,10.866,20.31489712,
389G,10/4/19,NA,NA,6.095,11.39379175,,10/10/19,NA,Top,6.244,11.66843641,,10/17/19,NA,Top,6.582,12.29061105,,10/24/19,NA,Top,6.891,12.87086236,,11/4/19,NA,Top,7.443,13.90029951,,11/17/19,NA,Top,8.161,15.25684877,,11/21/19,NA,Top,8.411,9.645212369,,12/5/19,NA,Top,9.41,17.58910129,,12/12/19,NA,Top,9.929,18.5653862,,12/19/19,NA,Top,10.473,19.57295065,
38B,10/4/19,NA,NA,5.106,9.544987809,,10/10/19,NA,Bottom,5.273,9.852610636,,10/17/19,NA,Bottom,5.45,10.17524666,,10/24/19,NA,Bottom,5.521,10.31362273,,11/1/19,NA,Top,5.873,10.96244853,,11/17/19,NA,Bottom,6.206,11.60352614,,11/21/19,NA,Bottom,6.335,7.26446015,,12/6/19,NA,Bottom,6.963,13.02343,,12/12/19,NA,Bottom,7.278,13.60778442,,12/19/19,NA,Bottom,7.651,14.30418533,
392G,10/4/19,NA,NA,8.229,15.3846087,,10/10/19,NA,Bottom,8.491,15.86586266,,10/17/19,NA,Bottom,8.818,16.46336239,,10/24/19,NA,Bottom,9.035,16.87889934,,11/1/19,NA,Top,9.578,17.88093277,,11/17/19,NA,Bottom,10.376,19.39927776,,11/21/19,NA,Bottom,10.585,12.13796045,,12/6/19,NA,Bottom,11.363,21.25363688,,12/12/19,NA,Bottom,11.798,22.05771606,,12/19/19,NA,Bottom,12.363,23.11246761,
395B,10/4/19,NA,NA,5.866,10.96795903,,10/10/19,NA,Bottom,6.204,11.59218593,,10/17/19,NA,Bottom,6.49,12.11663006,,10/24/19,NA,Bottom,6.856,12.80816092,,11/1/19,NA,Top,7.504,14.01189667,,11/14/19,NA,Control,8.132,15.20481466,,11/25/19,NA,Control,8.807,10.09841917,,12/6/19,NA,Control,9.457,17.68906489,,12/13/19,NA,Control,9.807,18.32728388,,12/19/19,NA,Control,10.008,18.71079425,
399G,10/4/19,NA,NA,6.369,11.90844375,,10/10/19,NA,Top,6.376,11.9151106,,10/17/19,NA,Top,5.893,11.00403691,,10/24/19,NA,Top,5.956,11.12536482,,11/4/19,NA,Top,6.189,11.55897254,,11/17/19,NA,Top,6.408,11.9796455,,11/22/19,NA,Top,6.5,7.453420177,,12/5/19,NA,Top,5.757,10.75947114,,12/12/19,NA,Top,5.869,10.97394014,,12/19/19,NA,Top,6.026,11.26196893,
3B,10/4/19,NA,NA,4.431,8.284866425,,10/10/19,NA,Bottom,4.586,8.568949815,,10/17/19,NA,Bottom,4.802,8.965186062,,10/24/19,NA,Bottom,4.952,9.250690046,,11/1/19,NA,Top,5.381,10.04617392,,11/14/19,NA,Control,5.73,10.7136729,,11/22/19,NA,Control,5.935,6.80584671,,12/6/19,NA,Control,6.346,11.87124355,,12/13/19,NA,Control,6.555,12.24929942,,12/19/19,NA,Control,6.63,12.39565991,
3W,10/4/19,NA,NA,11.096,20.74249603,,10/10/19,NA,Bottom,11.377,21.25849953,,10/17/19,NA,Bottom,11.732,21.90328257,,10/24/19,NA,Bottom,12.008,22.43063595,,11/1/19,NA,Top,12.582,23.49263672,,11/17/19,NA,Bottom,11.052,20.66314743,,11/21/19,NA,Bottom,11.247,12.89708466,,12/6/19,NA,Bottom,12.074,22.57997257,,12/12/19,NA,Bottom,12.492,23.3546022,,12/19/19,NA,Bottom,13.077,24.44600951,
401B,10/4/19,NA,NA,5.877,10.98626975,,10/10/19,NA,Top,6.12,11.43641758,,10/17/19,NA,Top,6.441,12.02732084,,10/24/19,NA,Top,6.807,12.71496949,,11/4/19,NA,Top,7.466,13.94325355,,11/17/19,NA,Top,8.265,15.45127497,,11/21/19,NA,Top,8.537,9.789701342,,12/5/19,NA,Top,9.56,17.86703909,,12/12/19,NA,Top,10.229,19.12734328,,12/19/19,NA,Top,11.072,20.69462079,
402B,10/4/19,NA,NA,4.81,8.993502033,,10/10/19,NA,Top,4.983,9.311710585,,10/17/19,NA,Top,5.245,9.793015338,,10/24/19,NA,Top,5.489,10.25223675,,11/4/19,NA,Top,6.035,11.27076549,,11/14/19,NA,Control,6.383,11.93462026,,11/22/19,NA,Control,6.726,7.712910695,,12/6/19,NA,Control,7.326,13.7041448,,12/13/19,NA,Control,7.629,14.25550748,,12/19/19,NA,Control,7.81,14.60144915,
403G,10/4/19,NA,NA,10.429,19.49764055,,10/10/19,NA,Bottom,10.717,20.0247351,,10/17/19,NA,Bottom,11.049,20.62867896,,10/24/19,NA,Bottom,11.287,21.08655753,,11/1/19,NA,Top,11.838,22.10402899,,11/17/19,NA,Bottom,12.663,23.67635378,,11/21/19,NA,Bottom,12.863,14.75023692,,12/6/19,NA,Bottom,13.799,25.8059501,,12/12/19,NA,Bottom,14.287,26.71118743,,12/19/19,NA,Bottom,14.952,27.95111526,
405B,10/4/19,NA,NA,4.298,8.034539287,,10/10/19,NA,Top,4.496,8.401872214,,10/17/19,NA,Top,4.746,8.862688534,,10/24/19,NA,Top,5.051,9.434149726,,11/4/19,NA,Top,5.618,10.49199015,,11/17/19,NA,Top,6.199,11.5889236,,11/22/19,NA,Top,6.461,7.408699656,,12/5/19,NA,Top,7.349,13.73818132,,12/12/19,NA,Top,7.906,14.78275187,,12/19/19,NA,Top,8.568,16.01270325,
406B,10/4/19,NA,NA,3.921,7.331106927,,10/10/19,NA,Top,4.051,7.569694727,,10/17/19,NA,Top,4.137,7.725832971,,10/24/19,NA,Top,4.394,8.207019183,,11/4/19,NA,Top,4.805,8.973892247,,11/14/19,NA,Control,5.01,9.367452221,,11/25/19,NA,Control,5.324,6.104660361,,12/6/19,NA,Control,5.6,10.47599466,,12/13/19,NA,Control,5.86,10.95202446,,12/19/19,NA,Control,6.044,11.3003462,
407B,10/4/19,NA,NA,10.755,20.10711709,,10/10/19,NA,Top,11.177,20.88694967,,10/17/19,NA,Top,11.841,22.11077567,,10/24/19,NA,Top,12.516,23.37895669,,11/4/19,NA,Top,13.64,25.47493706,,11/17/19,NA,Top,15.082,28.19553891,,11/22/19,NA,Top,15.675,17.97420943,,12/5/19,NA,Top,17.309,32.35908956,,12/12/19,NA,Top,17.575,32.86023787,,12/19/19,NA,Top,18.734,35.01190275,"Reglued- it broke during cleaning, so this is it's new weight and we don't have it's old weight "
409B,10/4/19,NA,NA,10.228,19.12185901,,10/10/19,NA,Top,10.742,20.07249093,,10/17/19,NA,Top,11.386,21.26115124,,10/24/19,NA,Top,12.046,22.50103166,,11/4/19,NA,Top,13.154,24.56725235,,11/17/19,NA,Top,14.576,27.24958064,,11/21/19,NA,Top,15.068,17.27904648,,12/5/19,NA,Top,15.558,29.08638186,,12/12/19,NA,Top,16.638,31.1124384,,12/19/19,NA,Top,17.91,33.47549299,
40W,10/4/19,NA,NA,7.98,14.91754851,,10/10/19,NA,Bottom,8.14,15.21000142,,10/17/19,NA,Bottom,8.317,15.52838923,,10/24/19,NA,Bottom,8.426,15.74159066,,11/1/19,NA,Top,8.857,16.53787673,,11/17/19,NA,Bottom,9.498,17.75820583,,11/21/19,NA,Bottom,9.674,11.09340007,,12/6/19,NA,Bottom,10.395,19.44306568,,12/12/19,NA,Bottom,10.765,20.12532276,,12/19/19,NA,Bottom,11.305,21.13509806,
417G,10/4/19,NA,NA,8.373,15.65382533,,10/10/19,NA,Top,8.473,15.83345852,,10/17/19,NA,Top,8.561,15.98763743,,10/24/19,NA,Top,8.791,16.4196417,,11/4/19,NA,Top,9.173,17.13163654,,11/17/19,NA,Top,9.629,18.00124945,,11/22/19,NA,Top,9.811,11.25007775,,12/5/19,NA,Top,10.397,19.43661867,,12/12/19,NA,Top,10.786,20.16941703,,12/19/19,NA,Top,11.222,20.97498505,
418G,10/4/19,NA,NA,7.688,14.37464524,,10/10/19,NA,Top,7.617,14.23422168,,10/17/19,NA,Top,7.788,14.54146263,,10/24/19,NA,Top,8.026,14.99079107,,11/4/19,NA,Top,8.479,15.83509869,,11/14/19,NA,Control,8.774,16.40519477,,11/25/19,NA,Control,9.136,10.47566226,,12/6/19,NA,Control,9.348,17.48608468,,12/13/19,NA,Control,9.577,17.89889731,,12/19/19,NA,Control,9.713,18.15926704,
41B,10/4/19,NA,NA,4.055,7.581259909,,10/10/19,NA,Bottom,4.145,7.745142002,,10/17/19,NA,Bottom,4.28,7.990628143,,10/24/19,NA,Bottom,4.324,8.077541147,,11/1/19,NA,Top,4.604,8.595757479,,11/17/19,NA,Bottom,4.855,9.076338777,,11/21/19,NA,Bottom,4.948,5.67408319,,12/6/19,NA,Bottom,5.343,9.99132366,,12/12/19,NA,Bottom,5.53,10.33841476,,12/19/19,NA,Bottom,5.789,10.82217901,
420G,10/4/19,NA,NA,3.433,6.417536848,,10/10/19,NA,Top,3.513,6.564558399,,10/17/19,NA,Top,3.577,6.679355171,,10/24/19,NA,Top,3.725,6.957475297,,11/4/19,NA,Top,4.002,7.474197039,,11/17/19,NA,Top,4.321,8.078034985,,11/21/19,NA,Top,4.417,5.065162783,,12/5/19,NA,Top,4.833,9.033315343,,12/12/19,NA,Top,5.088,9.513362374,,12/19/19,NA,Top,5.345,9.990048521,
421B,10/4/19,NA,NA,12.518,23.40073588,,10/10/19,NA,Top,13.131,24.53720932,,10/17/19,NA,Top,13.757,25.68984538,,10/24/19,NA,Top,11.924,22.27080499,,11/4/19,NA,Top,12.968,24.21923718,,11/17/19,NA,Top,14.377,26.87755357,,11/22/19,NA,Top,14.947,17.13942637,,12/5/19,NA,Top,16.495,30.82896439,,12/12/19,NA,Top,16.744,31.30817066,,12/19/19,NA,Top,17.524,32.75402229,
421G,10/4/19,NA,NA,3.387,6.332846442,,10/10/19,NA,Top,3.452,6.450737496,,10/17/19,NA,Top,3.46,6.46120993,,10/24/19,NA,Top,3.644,6.806185231,,11/4/19,NA,Top,3.882,7.250083185,,11/14/19,NA,Control,4.025,7.525747543,,11/25/19,NA,Control,4.206,4.822684363,,12/6/19,NA,Control,4.424,8.275612422,,12/13/19,NA,Control,4.562,8.527262022,,12/19/19,NA,Control,4.66,8.712709015,
422G,10/4/19,NA,NA,4.206,7.862557525,,10/10/19,NA,Top,4.28,7.998223549,,10/17/19,NA,Top,4.396,8.209097934,,10/24/19,NA,Top,4.588,8.5702663,,11/4/19,NA,Top,4.943,9.231623179,,11/17/19,NA,Top,5.364,10.0279055,,11/21/19,NA,Top,5.508,6.316232282,,12/5/19,NA,Top,6.068,11.34226,,12/12/19,NA,Top,6.4,11.96649355,,12/19/19,NA,Top,6.748,12.61231944,
424B,10/4/19,NA,NA,8.355,15.61856113,,10/10/19,NA,Top,8.714,16.28381418,,10/17/19,NA,Top,9.056,16.9120482,,10/24/19,NA,Top,9.552,17.84242524,,11/4/19,NA,Top,10.357,19.3423891,,11/17/19,NA,Top,11.374,21.26349686,,11/22/19,NA,Top,11.776,13.503304,,12/5/19,NA,Top,12.972,24.24716492,,12/12/19,NA,Top,13.186,24.65537138,,12/19/19,NA,Top,13.699,25.60405513,
424G,10/4/19,NA,NA,5.2,9.720708305,,10/10/19,NA,Top,5.339,9.976450296,,10/17/19,NA,Top,5.52,10.30647181,,10/24/19,NA,Top,5.665,10.58207467,,11/4/19,NA,Top,6.083,11.36070479,,11/17/19,NA,Top,6.559,12.26193739,,11/21/19,NA,Top,6.728,7.715285308,,12/5/19,NA,Top,7.406,13.84473682,,12/12/19,NA,Top,7.826,14.6327779,,12/19/19,NA,Top,8.235,15.3903608,
425B,10/4/19,NA,NA,8.285,15.49088656,,10/10/19,NA,Bottom,8.537,15.95140091,,10/17/19,NA,Bottom,8.94,16.69113856,,10/24/19,NA,Bottom,9.266,17.31089236,,11/1/19,NA,Top,9.99,18.65342537,,11/14/19,NA,Control,10.761,20.12038989,,11/25/19,NA,Control,11.494,13.17942885,,12/6/19,NA,Control,12.156,22.7380588,,12/13/19,NA,Control,12.573,23.49825998,,12/19/19,NA,Control,12.87,24.06154297,
425G,10/4/19,NA,NA,4.326,8.086881563,,10/10/19,NA,Bottom,4.446,8.307575716,,10/17/19,NA,Bottom,4.584,8.5584093,,10/24/19,NA,Bottom,4.611,8.61390081,,11/1/19,NA,Top,4.955,9.252024297,,11/17/19,NA,Bottom,5.371,10.04151868,,11/21/19,NA,Bottom,5.483,6.287429111,,12/6/19,NA,Bottom,5.939,11.1055395,,12/12/19,NA,Bottom,6.166,11.52804519,,12/19/19,NA,Bottom,6.496,12.1429208,
427B,10/4/19,NA,NA,8.923,16.68036158,,10/10/19,NA,Top,9.337,17.44801159,,10/17/19,NA,Top,9.731,18.17260833,,10/24/19,NA,Top,10.219,19.08430169,,11/4/19,NA,Top,11.158,20.83885321,,11/17/19,NA,Top,12.375,23.1348491,,11/21/19,NA,Top,12.76,14.63237544,,12/5/19,NA,Top,14.229,26.59818155,,12/12/19,NA,Top,14.931,27.91893739,,12/19/19,NA,Top,15.677,29.29395605,
427G,10/4/19,NA,NA,12.585,23.52476019,,10/10/19,NA,Bottom,12.772,23.86450655,,10/17/19,NA,Bottom,13.082,24.42432602,,10/24/19,NA,Bottom,11.629,21.72323925,,11/1/19,NA,Top,12.105,22.5938137,,11/14/19,NA,Control,12.604,23.56634088,,11/25/19,NA,Control,13.028,14.93803293,,12/6/19,NA,Control,13.445,25.14851194,,12/13/19,NA,Control,11.993,22.417241,BROKE,12/19/19,NA,Control,12.09,22.60385043,
428G,10/4/19,NA,NA,5.525,10.32798439,,10/10/19,NA,Bottom,5.658,10.5717081,,10/17/19,NA,Bottom,5.803,10.83458491,,10/24/19,NA,Bottom,5.917,11.05309198,,11/1/19,NA,Top,6.221,11.61292927,,11/17/19,NA,Bottom,6.696,12.51805653,,11/21/19,NA,Bottom,6.829,7.831073031,,12/6/19,NA,Bottom,7.352,13.75100637,,12/12/19,NA,Bottom,7.599,14.20682214,,12/19/19,NA,Bottom,7.975,14.90954507,
429B,10/4/19,NA,NA,6.86,12.82319069,,10/10/19,NA,Top,6.904,12.90180733,,10/17/19,NA,Top,7.018,13.10609035,,10/24/19,NA,Top,7.337,13.70389161,,11/4/19,NA,Top,7.964,14.8733018,,11/14/19,NA,Control,8.466,15.82931148,,11/25/19,NA,Control,9.133,10.47217564,,12/6/19,NA,Control,9.745,18.22870081,,12/13/19,NA,Control,10.153,18.9733773,,12/19/19,NA,Control,10.376,19.39880107,
430B,10/4/19,NA,NA,8.278,15.47461987,,10/10/19,NA,Top,8.603,16.07680308,,10/17/19,NA,Top,9.111,17.01127984,,10/24/19,NA,Top,9.566,17.86717012,,11/4/19,NA,Top,10.476,19.56513947,,11/17/19,NA,Top,11.616,21.71591169,,11/21/19,NA,Top,11.956,13.71039818,,12/5/19,NA,Top,13.292,24.84191251,,12/12/19,NA,Top,13.899,25.98854898,,12/19/19,NA,Top,14.571,27.22949677,
432B,10/4/19,NA,NA,8.704,16.27223138,,10/10/19,NA,Top,8.933,16.69219526,,10/17/19,NA,Top,9.379,17.51166651,,10/24/19,NA,Top,9.866,18.42701795,,NA,NA,NA,NA,NA,NA,11/14/19,NA,Control,11.431,21.37312302,,11/25/19,NA,Control,12.275,14.07463572,,12/6/19,NA,Control,13.093,24.49010538,,12/13/19,NA,Control,13.549,25.31758695,,12/19/19,NA,Control,13.845,25.88505452,
432G,10/4/19,NA,NA,2.913,5.446167722,,10/10/19,NA,Bottom,2.975,5.558793219,,10/17/19,NA,Bottom,3.072,5.735478484,,10/24/19,NA,Bottom,3.073,5.74073242,,11/1/19,NA,Top,3.357,6.268064018,,11/17/19,NA,Bottom,3.63,6.786400639,,11/21/19,NA,Bottom,3.704,4.247426122,,12/6/19,NA,Bottom,4.015,7.509755528,,12/12/19,NA,Bottom,4.16,7.777389142,,12/19/19,NA,Bottom,4.383,8.194385612,
434B,10/4/19,NA,NA,8.453,15.80134878,,10/10/19,NA,Bottom,8.839,16.51568849,,10/17/19,NA,Bottom,9.287,17.33944341,,10/24/19,NA,Bottom,9.713,18.14410722,,11/1/19,NA,Top,10.407,19.42554093,,11/17/19,NA,Bottom,11.741,21.95189457,,11/21/19,NA,Bottom,12.078,13.85006309,,12/6/19,NA,Bottom,13.449,25.15074178,,12/12/19,NA,Bottom,14.133,26.42467948,,12/19/19,NA,Bottom,15.108,28.24494131,
434G,10/4/19,NA,NA,3.139,5.868998889,,10/10/19,NA,Top,3.177,5.936846183,,10/17/19,NA,Top,3.167,5.914061228,,10/24/19,NA,Top,3.286,6.137520491,,11/4/19,NA,Top,3.482,6.502867514,,11/17/19,NA,Top,3.674,6.868479643,,11/21/19,NA,Top,3.719,4.264718202,,12/5/19,NA,Top,3.853,7.20238903,,12/12/19,NA,Top,3.974,7.431035505,,12/19/19,NA,Top,4.153,7.760901797,
435B,10/4/19,NA,NA,7.85,14.67453081,,10/10/19,NA,Bottom,8.203,15.32732127,,10/17/19,NA,Bottom,8.636,16.12314595,,10/24/19,NA,Bottom,9.002,16.81594288,,11/1/19,NA,Top,9.67,18.05591826,,11/17/19,NA,Bottom,10.997,20.56138849,,11/21/19,NA,Bottom,11.335,12.99805143,,12/6/19,NA,Bottom,12.608,23.57675626,,12/12/19,NA,Bottom,13.237,24.7487542,,12/19/19,NA,Bottom,14.171,26.49043022,
436B,10/4/19,NA,NA,12.11,22.63685704,,10/10/19,NA,Bottom,12.513,23.37995465,,10/17/19,NA,Bottom,13.132,24.51703943,,10/24/19,NA,Bottom,11.127,20.78710714,,11/1/19,NA,Top,11.885,22.18318677,,11/14/19,NA,Control,10.768,20.13296592,,11/22/19,NA,Control,11.266,12.91906808,,12/6/19,NA,Control,12.235,22.88700678,,12/13/19,NA,Control,12.725,23.78106881,,12/19/19,NA,Control,13.069,24.43422012,
436W,10/4/19,NA,NA,2.375,4.439746582,,10/10/19,NA,Bottom,4.425,8.268336155,,10/17/19,NA,Bottom,2.495,4.658088135,,10/24/19,NA,Bottom,2.47,4.614136594,,11/1/19,NA,Top,2.69,5.02228228,,11/17/19,NA,Bottom,2.883,5.389718783,,11/21/19,NA,Bottom,2.941,3.372541749,,12/6/19,NA,Bottom,3.225,6.030697886,,12/12/19,NA,Bottom,3.389,6.336463508,,12/19/19,NA,Bottom,3.607,6.742536226,
437G,10/4/19,NA,NA,2.852,5.332121642,,10/10/19,NA,Bottom,2.888,5.396373969,,10/17/19,NA,Bottom,2.96,5.526084765,,10/24/19,NA,Bottom,3.001,5.605936966,,11/1/19,NA,Top,3.195,5.964820731,,11/17/19,NA,Bottom,3.423,6.40007573,,11/21/19,NA,Bottom,3.479,3.989415626,,12/6/19,NA,Bottom,3.738,6.99128472,,12/12/19,NA,Bottom,3.871,7.237666049,,12/19/19,NA,Bottom,4.066,7.600938646,
438B,10/4/19,NA,NA,4.619,8.635497336,,10/10/19,NA,Top,4.733,8.844079275,,10/17/19,NA,Top,4.814,8.98921325,,10/24/19,NA,Top,4.917,9.184829859,,11/4/19,NA,Top,5.158,9.632909431,,11/17/19,NA,Top,5.375,10.04846981,,11/21/19,NA,Top,5.443,6.241667711,,12/5/19,NA,Top,5.681,10.61945811,,12/12/19,NA,Top,5.77,10.78939981,,12/19/19,NA,Top,5.854,10.93904838,
438G,10/4/19,NA,NA,2.518,4.707551914,,10/10/19,NA,Bottom,2.584,4.828208967,,10/17/19,NA,Bottom,2.681,5.005344405,,10/24/19,NA,Bottom,2.681,5.00829968,,11/1/19,NA,Top,2.945,5.49709023,,11/17/19,NA,Bottom,3.236,6.049486918,,11/21/19,NA,Bottom,3.319,3.80603923,,NA,NA,NA,NA,NA,NA,12/12/19,NA,Bottom,3.786,7.078171945,,12/19/19,NA,Bottom,3.962,7.406522114,
440B,10/4/19,NA,NA,5.053,9.446886348,,10/10/19,NA,Top,5.19,9.698530592,,10/17/19,NA,Top,5.682,10.61111505,,10/24/19,NA,Top,5.473,10.22154194,,11/4/19,NA,Top,2.344,4.377576523,,11/17/19,NA,Top,2.401,4.488628095,,11/21/19,NA,Top,2.417,2.771665473,,12/5/19,NA,Top,2.479,4.633095179,,12/12/19,NA,Top,2.501,4.67652953,,12/19/19,NA,Top,2.528,4.724569774,
441G,10/4/19,NA,NA,2.612,4.883165025,,10/10/19,NA,Bottom,2.627,4.90855455,,10/17/19,NA,Bottom,2.693,5.027878762,,10/24/19,NA,Bottom,2.718,5.077286463,,11/1/19,NA,Top,2.918,5.447682909,,11/14/19,NA,Control,3.061,5.723307634,,11/25/19,NA,Control,3.217,3.688660455,,12/6/19,NA,Control,3.358,6.281211045,,12/13/19,NA,Control,3.431,6.411147746,,12/19/19,NA,Control,3.488,6.521611292,
